username;mentions
2009bess;Tetteren
MartenBrinkman;
thorbeckestraat;gem_Ridderkerk
eeninfidel;PCIMeijer
mwjaarsma;NPO1
suusjemon;HermanvdZandt
Verwonderster;
gemeentehia;janheijkoop
maryfloor;RLOppenheimer
FlorisFokkinga;D66Enschede
Airwin1971;
Polarisstraat;GemeenteNOP
jacob031965;
HansHaarsma;
ellervanbuuren;
danielderuig;
maroeska;
ScholJari;evertkwok
slowpokedj;
JoeyvanMaanen;D66Enschede
EWat98;ovcned
pljvp;
keeshelpt;TwitGrap,evertkwok
hilvers1212;klimaatlabel
daphentria;
DorineWensink;
Do666999;ovcned,Wilders,stem,ovcned
wrdewolf;
vechtdalfm;
LINQ_online;
kimputters;MVroomans,kimputters
GodisNuts;
Zamazingo_CSGO;Reneaultgek
gerbenlast85;
PurpleFP;
BoidinPeter;ArmandVervaeck
Monalisazelf;RLOppenheimer
Deenjan;
DominiqueVanpee;RLOppenheimer
janineyve;bom_just,groenlinks,VVD,cdavandaag,geertwilderspvv
Patrick024;RaymondJanssen
TeamLieke_VL;rtlxl
MVroomans;kimputters,DeOchtendvan4
Amydepamy;
HuubPlegt;
MrTruth441;
FabulousMust;
SaskiaBak;MuseumArnhem
AAndriesfaber;HansBeenakker
Frankvanwijk;
judith_verhoeff;
doomeddobetter;
HansZiezo;PeterAnshof,fvdemocratie
pixelbart;evertkwok
IngeLisa95;
PolitiekSterk;AnnekevdVeer
jgh_johan;
DSRNL;
arnobos;
Brendusha4;
Orphan2016;evertkwok
VivianeSmit;
hveps_irina703;ovcned,ovcned
Evita79497112;ovcned,ovcned
BDrogt;
plieniegirl;
jelmarhekker;
Twan_Meneer;evertkwok
ReMu33;
jolandapikkaart;maaikegulden
arjenvelds;
mwjaarsma;
TParker1961;ovcned,ovcned
Woordhumor;
NylsBoonstra;
Korenaer;Korenaer,skbo_oss
dreSteenbergen;RLOppenheimer
woodclan;KICKEN
Piet_Heyn;PCIMeijer
tonbruijnis;
RedBullRody;evertkwok
Vooojj;
ikbenmabo;nosnieuws
destarter;LauraKvtj
kingjaynl;
FennyBoer;gem_Elburg
Dansen254;
AnnekevdVeer;
jcmmeijer;
tamarazld;
dmatthijssen;
Dominaterer;
Itetroelstra;
Faassie;
EWat98;Reneaultgek
AlertOudeland;
AylaSchneiders;D66
NicoleMoehring;Lelystad,marker_wadden
misterdoom1;PCIMeijer
hjbatelaan;Veerle_Schaijk
CanKoen;
maaikegulden;
roelofs_marieke;
atDavid_Otten;D66Enschede
robinsimonis;NLPeilingen
nattuurlijk;ovcned,ovcned
LouTerLou;
MaikelKessing;D66Enschede
EWat98;ovcned,ovcned
rossumedia;
NataszaTardio;groenlinks,kathalijne
FrankJongejan;AnneMarije50,bentebecker,VVD
xruisx;PCIMeijer
_LUClE_;NOS
M4RLBOROM4N68;ovcned,ovcned
avdvisse;
Neerlandaise01;PCIMeijer
LousewiesvdLaan;pauladegeest
Edwinvo;
MikeSchellart;NOS
MaartenDevant;
eelcoeerenberg;D66Enschede
woutersanne;bom_just,groenlinks,VVD,cdavandaag,geertwilderspvv
h_rusman;StichtseVecht
Marcelaccra;PCIMeijer
Wouda11;
EJK1977;3FM
kleinevis;
DoretteZwaans;
PaulHRem;Westerkerk1
pauladegeest;
D66Enschede;
EvertClowting;
kwit77;
lennycant;CNNNL_PR,camanpour,D66,APechtold
RandstadVandaag;NienkeToren,RandstadVandaag,christenunie
KemalRijken;
EsmKorteweg;
ReneBelder;gem_Ridderkerk
mikeplatenkamp;
Lampje87;djmoskou
AndersFloor;
martinejongman;RTLLateNight,HumbertoTan
ovcned;ovcned
NienkeToren;RandstadVandaag,christenunie
rtlxl;
TomVermost;
ahjager;peterrrdegroot
tonnieontour;
ovcned;ovcned,ovcned
SaskiavMieghem;
scholtensg1;ovcned,ovcned
hesselfina;
Newshunkie;PCIMeijer
MarkMagdelijns;
BochovePvdA;
JeroenMeijer2;
MiekevdBeek;
Krakeling25;Sjors_09
ErikV002;djmoskou
RA_deJong;
kayleeheemskerk;KrijnVerdoes
afca1900michel;PCIMeijer
slingerscheid;evertkwok
RaymondJanssen;
janneke99;
christapronk;JvanderMeulen96
Rebecca1411;
mittaa1;djmoskou
AndreReurink;
Annemarievanrij;VPROTegenlicht,De_Zwijger
UnicornsDancing;JDEijl
NandaOudejans;
hvd1962;AdrianaStuijt,Martinbosma_pvv
humanityhouse;
urwie_tweets;
Gaetana_;
MarloesBarendse;
vocnederland;
V1ctorW;djmoskou
SanderRegter;ricardoboersma
djmoskou;
TomHae;
ToonvanDijk_PVV;AdrianaStuijt,Martinbosma_pvv
cieraet;PCIMeijer
JeffreyMeijer2;Gem_Amersfoort
DebbieMtje;JvanderMeulen96
ChantalKarnaat;
AafPost;vocnederland
PetervanBrakel1;ijsgek
Bosnjakusa;JeroenvdStad
politiekeheld;Koos_commentaar
JNPikkert;evertkwok
Kruithof52;JvanderMeulen96
script_lady;ovcned,ovcned
AEverhuur;AEverhuur
NielsEssence;RonaldVerhaaf
Dulfera;NLWereldland
Frank_Thies;
ellen_selm;Opsterland,Opsterland
arendjbos;
suijkerwerk;PCIMeijer
Tantie11;
Peter76Ajax;ovcned,ovcned
danielvbokhoven;
rtmCornelissen;evertkwok
canan_uyar;
RonaldVerhaaf;
CannaKieswijzer;
MajaMischke;PCIMeijer
okkupant186;
ErwinvanBraam;kverberkmoes,hsrotterdam
lexneer;
DouweHooijenga;kanaal30,tdiel
CNNNL_PR;camanpour,D66,APechtold
Alican_75;
OdiledeMan;GemWoudenberg
_Zouraya_;DianavanderWal
politiekeheld;
PaulaMFaber;
JoelL1989;
quall22;ovcned,ovcned
PieterBroer;
pvdongen;deschermman
gerritwermink;DominiqueHeyde,HermandeSchermm
NovalyndaBlack;
DuSoFabulous;PCIMeijer
peterfromalmere;dtvoss,SPnl
marlous1979;
RobHeetland;EnergiefondsOV,NEOverijssel
Haagsebeer;
vrotermundt;NLWereldland
marliesa69;twidatzi,gemheusden
delokalen;gemeentekatwijk
vertanl;NLPeilingen
PsCoenders;VeritasOP777
casinojournaal;
Quotenet;
HenkWillemSmits;
marliesa69;twidatzi
huibpanhuyzen;RLOppenheimer
DAHB1996;gtst
m_e_christoffel;DionneStax
JoinJoyce;
VarkensinNL;SimoneBrink1
GosseVuijk;micromaxi
freubelfrietje;JvanderMeulen96
HarryGBrandt;
anniekenthoven;
orthelius;deejayjaws,ncilla,Piratenpartij
Horssels;
Arjen_Quist;SGPTholen
IvoMeijer89;
Tetteren;
rtmCornelissen;GroeneZaken
jonmeijer1;kverberkmoes,hsrotterdam
annemieke1949;bom_just,groenlinks,VVD,cdavandaag,geertwilderspvv
weyerwin;PCIMeijer
DitIsKirz;
Lizzivnimwegen;
mamboe29;
GuidoClicque;PCIMeijer
lientje1967;SimoneBrink1
kverberkmoes;hsrotterdam
itsib_;
slowpokedj;
FemkeMerel;treesmother,FemkeMerel,PartijvdDieren
Matthijs85;deejayjaws,ncilla,Piratenpartij
erikerdbrink;PCIMeijer
TanjaMeijer42;ovcned,ovcned
Melmak_;
JDEijl;
Nicky7691;SimoneBrink1
GerryNijhuis;PCIMeijer
renatelisabeth;LPnl
chrisinactie;PCIMeijer
_snappie_;
ChrisMooiweer;jfmglavimans
CannaKieswijzer;vocnederland
JJonTwit;
Marcella1717;vocnederland
annemieke1949;PeterAnshof,fvdemocratie
lela_meis;dtvoss,SPnl
BartGent;evertkwok
micromaxi;
3FM;evakoreman
klimafobie;RLOppenheimer
wouterklok;NetflixNL,SachadeBoer
iWeethetbeter;
Inge_V;
NasrullahAnke;dtvoss,SPnl
betwetersnl;betwetersnl
RobertdeHeer2;Lucky_TV
MarijnissenL;dtvoss,SPnl
Paul_0110;
HansBeenakker;gemTiel
mediawebnl;
CopyRobin;
Melmak_;
Do666999;ovcned
Daanlangkamp;babetterumt
hoekschnieuws;JvanderMeulen96
twobber;DennisenDaniel
La_Moonnn;PCIMeijer
geertgordijn;SPnl
franswinkler;PCIMeijer
MMKouwen;MerelC
mauricevannoppe;anneliesbeck,jdceulaer
JKompagne;ovcned
Meetup055;gem_apeldoorn,bgm_johnberends
desainingrid;SimoneBrink1
sonja_vink;VeritasOP777
vd_plas;moniquesmit
SpainBrexit;kboshaarlem
mickeymeat;mw9439
DIONVANDROM;
RuijterTineke;lientje1967
mar10dw;
GosseVuijk;maartjetrommel,Metro,APechtold,POinactie
HenkSer;PvdA
Do666999;RLOppenheimer
leonleerkes;
Fub_Fub;PCIMeijer
marsf1;BARENDRECHTzh
GIZMO12_24;PCIMeijer
kboshaarlem;
rpmprins;rpmprins
Edithmolmans;GLR_tweets
bADDassperger;babetterumt
Ruster;
bertmondria;ovcned,ovcned
mjlangelaar;NOS
RuijterTineke;Bessenboerderij
waitsii;
mw9439;
FCMarksies;
gabywijers;
LangeToepie;
babetterumt;
evertveenendaal;fatimawillems19
Transvuilwijk;PCIMeijer
romke_050;evertkwok
TamaravanRee;lottejeursen
jfmglavimans;
Dic601;
FilmingLuc;
Bernhard_Pelzer;vocnederland
nvdeijkel;csmmathenesse,csmmathenesse
JvanderMeulen96;
InedeLouw;
Crystallugia;PeterAnshof,fvdemocratie
Melmak_;
LouisdeVries1;evertkwok
blup2016;ovcned
IMJcummins;MaritMaij
fatimawillems19;
twidatzi;gemheusden
pino_chetsnek;PeterAnshof,fvdemocratie
bertmondria;ovcned
GeurtMouthaan;DGgrootsgedrukt,DGgrootsgedrukt
Mriek_today;
WilliamHuizinga;
Keessie84;
PG_MediaBizz;
Mailmen;
Bart1608;
pollewopcs;SimoneBrink1
bertmondria;ovcned,ovcned
hopibird;VeritasOP777
HKerperien;evoosterhout,BoukeDurkWilms
SuzeVonk;DnHugo
kpbhlux;
Domien;
twidatzi;
inao1ksp;evertkwok
RoyRistie;
mlmnNL90;fvdemocratie
DeborahLark;
ulmo_fire;PCIMeijer
LustigNelis;PCIMeijer
Koosiescorner;AmelandGemeente
Perspectivity;petradeboer
BarryFietser;evertkwok
maartjetrommel;Metro,APechtold,POinactie
Isaxjurado;nickensimon
robert_claus;
roelofs_marieke;
KeesdeKok01;DnHugo
dtvoss;RenePetersOss
Inge_V;112rvl
Ennodeboer;
VeritasOP777;
WoutSmitshoek;Bart1608
IrisJau;
meesen81;
dijk_maarten;StichtseVecht
Evita79497112;Koos_commentaar
bastevelthuis;
ddvinbeeld;gemhardenberg
ieengeee;
Jan_Pijnenburg;PCIMeijer
NoormanGJ;
FreeHolland0;PCIMeijer
duurzamemode;MattKettelerij,goodfibrations
MarOirs;RLOppenheimer
JasperLindner;thejermaine
TjaarddeVries;
Donderwolkje;Boxtel
RuijterTineke;SimoneBrink1
Kobus32;NS_online
BartKingma;
jelmarhekker;
IrmaJeelof;AmelandGemeente
TvanGroningen;
GJdeGraaf;
Fabianvdbeek95;appievanderbeek
D66GoirleRiel;vocnederland
marijkedegroot;DGgrootsgedrukt,DGgrootsgedrukt
Dennus80;ovcned,ovcned
StichtseVecht;
PietBurgering;SvVeldhoven
peter_lodder;robinlodder_
SimoneBrink1;
KlaasJandeVries;
rodekruistiel;112rvl
A11eskomtgoed;ovcned,ovcned
112menw;
112_gelderland;
112_oostbrabant;
112rvl;
Wunderbar4U;PCIMeijer
deejayjaws;ncilla,Piratenpartij
mariska1974;gerbenlast85
kanaal30;tdiel
MiepieB;RLOppenheimer
PasMaNNi;
KoenDeTheije;
jolandapikkaart;slindenhof
stellselmatig;
jelmarhekker;
IVeld;evertkwok
OmeJonny;ovcned,ovcned
marijkevanaert;
LarsisHier;
OmeJonny;ovcned,ovcned
Martenhaker;3FM,kensingtonband
peter1234a;
Boogschutter10;PCIMeijer
LoonJacq;ovcned,ovcned
vechtdalfm;
_BDtE_;ovcned,ovcned
RVWetjo;evertkwok
Bart1608;
Hallyfax;RLOppenheimer
AFCA_Matt;mauricedehond
OmeJonny;ovcned,ovcned
Luideraad;PeterAnshof,fvdemocratie
OmeJonny;ovcned,ovcned
Deregtx;geensteyl
OmeJonny;ovcned,ovcned
LizaSteenvoort;
janineyve;ovcned,ovcned
OmeJonny;ovcned,ovcned
MarcDijkstra197;bom_just,groenlinks,VVD,cdavandaag,geertwilderspvv
JochemPdeboer;NLWereldland
TjaarddeVries;
Dennus80;kiesHOOP
OmeJonny;ovcned,ovcned
Brietjea;
RubyOostdam;
OliviaBette84;DotanMusic
ovcned;ovcned,ovcned
nikkie1310;
ThomasPruijsen;
OmeJonny;ovcned,Wilders,stem,ovcned
leg259;ArmandVervaeck
w_devries;
DianavanderWal;
Wouter85;NLPeilingen
Roosje_48;ArmandVervaeck
OmeJonny;ovcned,ovcned
ArthurWarmer67;Stevejd4
geertgordijn;SPnl
larssorensen;klimaatlabel
Marssieboy;PCIMeijer
yvonhoksbergen;ManonStravens,MassihHutak,RadioKunststof
BjornHimself;GeenPeil
janineyve;Koos_commentaar
MassihHutak;ManonStravens,MassihHutak,RadioKunststof
kiesHOOP;
Royce_Robin;RTLnieuws
Stevejd4;
PeterAnshof;fvdemocratie
peet73;
vocnederland;
KroonHollands;
robubbens;
Mathijs_92;evertkwok
dirkonline1;
jasperdebock;
jobson1972;aaenhunze
thejermaine;
3FM;
PimWSmit;
WDODelta;
BARENDRECHTzh;
Gerbijl;Bart1608
h_dokter;gem_Ridderkerk
EricD66Heusden;
petrau;Marijke_vB
BertdeVin;
hopibird;LEGIOEN_1908
VitalMoors;Kallsedet
emmajoshua1980;Jut_en_kip
TvanGroningen;BNR
TamaraTijdink;HermanvdZandt
SebastianDeanNL;
KoenDvH;RLOppenheimer
Libertas_NL;ovcned,ovcned
RobVerbeekRV;bom_just,groenlinks,VVD,cdavandaag,geertwilderspvv
woutersanne;VeritasOP777
webO_o;slindenhof
VanErtje;
xxesjuhxx;
Alphons_Sylvia;ahlaven,Topaz_zorg,CMLeiden
ManonStravens;MassihHutak,RadioKunststof
Observeerder;VeritasOP777
edjecadetje;JvRtterdm
peter1234a;
YCG_306;AdrianaStuijt
JackTsang42;slindenhof
PaulEvanUden;okeetje,RTV_Rijnmond
Bart1608;
Helennetherland;ovcned,ovcned
ronaldpater;
pascalcuijpers;
CheyenneBos;rpmprins
martijnheeroma;bom_just,groenlinks,VVD,cdavandaag,geertwilderspvv
DennisenDaniel;
RonaldZuidema;
bramse01;Woordhumor
berttaling;ovcned,ovcned
EvdVegt;
martijnpaehlig;
ArnaudvanGeel;
RalfKnegtmans;
BjornHimself;PCIMeijer
jobse;
Reneaultgek;Reneaultgek
sun81tzu;kloakatv
teunemans;
jelmarhekker;
RickKaihatu;NetflixNL,SachadeBoer
banjer1234;ovcned,ovcned
JKompagne;ovcned,ovcned
banjer1234;ovcned,ovcned
oudevissersboot;gem_Ridderkerk
reneetje1978;
hubert36469845;moniquesmit
JKompagne;ovcned,ovcned
Arjandenkt;
dtvoss;SPnl
81Berry;
daniel_891;
hopibird;ovcned,ovcned
Virino3;bom_just,groenlinks,VVD,cdavandaag,geertwilderspvv
mauricevannoppe;mauricevannoppe
wilkopeenstra;
TobiasNijboer;PCIMeijer
FricoMaas;ovcned,ovcned
tddebrabander;PKuipersMunneke,Weerplaza
FlorisvB;
NandaOudejans;
okeetje;RTV_Rijnmond
bom_just;LEGIOEN_1908
GerardtenBrink;gemeente_Winsum
jerneys;3FM
MRVNN2;
hiwinters;Woordhumor
FreekHeavydrop;ovcned,ovcned
RobVerbeekRV;Reneaultgek
DeRealist2016;RLOppenheimer
grotens;EricGrotens,MarisaGrotens,de_schalle
iCarline;
ConcutioActio;ovcned,ovcned
Suikerbuikje;ovcned
Annelies_Pool;
banjer1234;ovcned,ovcned
Melmak_;
EstherdeBest;BiancavdHorst
AntiEU2;Reneaultgek
frenkie4allll;Koos_commentaar
gbrusse70;
antoinevanlune;
JKompagne;ovcned,ovcned
CARTOONISThugo;RLOppenheimer
Skavw;
Inge_V;
TOODALOO5;vocnederland
ananas_fans;nickensimon
ragnavanhummel;slowpokedj,Suuz_,MissPointwood
adrianxleconte;ovcned,ovcned
FvanSchuttingen;
AFCA_BigHarry;
HitradioNL;Reneaultgek
HielkoMerkus;gemeente_Winsum
ALICEGEURTS1;Reneaultgek
adrianxleconte;ovcned,ovcned
jorgen13732;
Koos_commentaar;ovcned,ovcned
suijkerwerk;NOS,RTLnieuws
VictorKortijs;ovcned,ovcned
OmeJonny;ovcned,ovcned
Reneaultgek;
pjotrvanleeuwen;
hjkaptijn;teunmolenaar
banjer1234;ovcned,ovcned
ConcutioActio;ovcned,ovcned
europe2424;ArmandVervaeck
geensteyl;
ConcutioActio;Koos_commentaar
banjer1234;ovcned,ovcned
TimTadema;
banjer1234;ovcned,ovcned
lindavanbeest;PCIMeijer
ToonWillemse;Koos_commentaar
Politiek_Info;
Rzuid70;
RuttenWillem;ovcned,ovcned
banjer1234;ovcned,Wilders,stem,ovcned
vocnederland;
adrianxleconte;ovcned,ovcned
Peterscruff55;ovcned,ovcned
lenifillekes;ovcned,ovcned
TeunDeGraaf7;PCIMeijer
denkkop;
Andreiamantingh;
Sabine_Pronk;NLWereldland
simonvangorcum;
IVersteegen;pastasport,Pirlo_official
gemeente_Winsum;
ger2591;ovcned,ovcned
JKompagne;ovcned,ovcned
hugoschaap;3FM
ger2591;ovcned,ovcned
ger2591;ovcned,Wilders,stem,ovcned
ger2591;ovcned,ovcned
ieks;evertkwok
ger2591;ovcned,ovcned
peterbollen1;Woordhumor
ger2591;ovcned,ovcned
ger2591;ovcned,ovcned
marcoooootje;gem_Ridderkerk
ger2591;ovcned,ovcned
ger2591;ovcned,ovcned
ger2591;ovcned,ovcned
nickensimon;
Airwin1971;
gem_Ridderkerk;
KatinkaValkenbu;DV1k1ng
ger2591;ovcned,ovcned
Steph_doue;
ger2591;ovcned,ovcned
NielsAppelo;gemeentekatwijk
janvandenbrink;
tvandtravel;
GerBrink;evertkwok
Joey368616;
Smeichel77;evertkwok
reneverkroost;PCIMeijer
moniquesmit;
GRemijn;ALBRANDSWAARDzh
ConcutioActio;PCIMeijer
jjschaap;
CarolineVonk;
plateindestate;
DV1k1ng;
FrankBoswachter;
eyeaminfo;vpro
drkravens;slowpokedj,chrisklomp,BochovePvdA
jacqvanderlaan;menkerjohannes
Pepijn1972;
JeffreyMeijer2;SPnl
Henksander;
JeroenVloedbeld;gem_Elburg
MarcelvanWensem;
jasparov;
menkerjohannes;
lindaspindas;
ArjanZevenaar;
Belgiebarst;PCIMeijer
JiskaWSO;
hanscwagner;
PipoKloon;
Marnixvdveen;
RodneyWeterings;
hanscwagner;ALBRANDSWAARDzh
kimhittinger;evertkwok
TienVoorNegen;
meikeklaassens;
baarstweet;
asevenhuijsen;
Roynl_;
RoebsterBlack;DeliannevdGeest
JiskaWSO;Jeroen_Ogier,MassihHutak,destembus2017
Bart1608;
FricoMaas;ovcned,ovcned
Missionaris030;
davale;
MichelCollignon;
PoliZiek1;
jcmmeijer;
JwWijk;gerdienkleijer
toonvansteen79;GemeenteNOP
jem4711;
AnkeVerbakel;ED_Regio
Cheeeline;
reesiedensie;
martinejongman;jesseklaver
DaRRuma;erotiekplezier
ivandeadder;mauricevannoppe
hasselnodder;
mevrouwSaar;PCIMeijer
joelheiner;RTLnieuws
foestrumer;evertkwok
valk1955;PCIMeijer
ErwinAlbr;ALBRANDSWAARDzh
cornholio74;PCIMeijer
mauricevannoppe;
dastarsays;AmelandGemeente
Asspiejoost;duimalot
goos_m;gem_Elburg
JiskaWSO;
Vrouwenpagina;YouTube
andriespoppe;GemeenteNOP
openrotterdam;centrum_rdam
annemarierozen;PCIMeijer
HansGroenendijk;
ArthurMahieu;
banjer1234;bom_just,groenlinks,VVD,cdavandaag,geertwilderspvv
BuurtprAlbrw;ALBRANDSWAARDzh
POL_Zaanstreek;POL_Walter
implosionblue;DnHugo
TrumanBFlanders;erotiekplezier
inverzet;ovcned,ovcned
DaanRijkers;Teun_vd_Heijden
_Equuleus_;PCIMeijer
lidwientje;pimbrussee,wierdduk
ALBRANDSWAARDzh;
CeesvdWal;DGgrootsgedrukt,DGgrootsgedrukt
LarsHogendoorn;
zuyltje;
BirteBossink;3FM
iksimij;iksimij
PoliZiek1;
inverzet;Newshunkie
erotiekplezier;
ter_burg;
eugenejjj123;bom_just,groenlinks,VVD,cdavandaag,geertwilderspvv
UtrFairtrade;MattKettelerij,goodfibrations
JansenPauline;
LoveIsrael8;PCIMeijer
MonitorMonkey1;ovcned
EricdeLijster;
BeechcraftBo;evertkwok
yvet78;
banjer1234;ovcned
BELmeisje;
phillinn;Piratenpartij
jordenwassenaar;
Sweettammy75;
Bo_guitar;
CandyyyBritt;
nlvaarder;RLOppenheimer
GobertResink;PCIMeijer
kristabruns;
JSBWanrooy;TwitGrap,evertkwok
ohzitdatzo;RLOppenheimer
Bulthuisg;HaagseFeiten
sleutel2000;StichtseVecht,mwitteman
LisadeKleijn;
creatiffdutch;
dekoran1;RLOppenheimer
JvRtterdm;
DenProf;JudithVermaas,DenProf,jmeindersma,sevangulden
Fromagi;kleingeerts,fvdemocratie,Gert_Reedijk
Jantje_Paasman;
dunhelmonder;
StichtseVecht;
saradu64;PCIMeijer
jem4711;
LeurseHaven;
sleutel2000;StichtseVecht
Dennis__nl;ovcned,ovcned
mauricevannoppe;RLOppenheimer
MFvGeel;
frieke72;groenlinks,D66,VVD,CDA,PVV
GemWoudenberg;
nielsdvrs;
aafkemarianne;Bureauzinrijk,olstwijhe,Boerhaar,sallandcentraal
lenifillekes;ovcned
ger2591;bom_just,groenlinks,VVD,cdavandaag,geertwilderspvv
ErikVeltmeijer;PCIMeijer
JudithVermaas;DenProf,jmeindersma,sevangulden
lenifillekes;ovcned,ovcned
Inge_V;
jnmvdhurk;AdrianaStuijt,Martinbosma_pvv
MuslimInEurope;F_azarkan,DenkNL
JorisFeye;betwetersnl
Gert_Reedijk;kleingeerts,fvdemocratie,Gert_Reedijk
slowpokedj;chrisklomp,BochovePvdA
ballonfeesten;
Laurenrauhlx;
Dennis__nl;ovcned,ovcned
SigridFluit;
SonjavanZwol;Lelystad,marker_wadden
drkravens;gerbenlast85
drkravens;schreeven
GezondeMaat;
nilliskuh;LoesjeNL
martijncassels;JanQuehenberger
jeroengortworst;
rutgerspanjer;gemeentedrv
kleingeerts;fvdemocratie,Gert_Reedijk
luister527;GemeenteNOP
oom_ben;
vera_verstappen;NVVB_
thysiapater;
ilananoot;
GemeenteNOP;
voetbalvedette;evertkwok
Hofkampione;NLPeilingen
PapaPaul63;
evertkwok;
rial_jos;markgaal
MarjanSchaapman;
odettemoreira;slindenhof
rial_jos;3FM
BSDeTweeklank;
voteglobal;JeroenHVNL
slindenhof;
ElburgVandaag;
JackPecozi;PCIMeijer
nikossammy;
Beusdotcom;
geertgordijn;SPnl
Dennis__nl;telegraaf
RubenLandman;evertkwok
slowpokedj;
de_stylo;
Cindekel;PCIMeijer
Eric_Provie;LoesjeNL
Bytje;Farah_Karimi
ilsesloof;3FM
EllenLantink;
Freedutch;
irhsradio;jasperschilder
WebsiteStJaN;ovcned,ovcned
freshthijs;
VNL153;Inge2405,hjoosterhagen1
PeterTwittur;ellyblanksma
JohanvanKlavere;
GemDordrecht;
tombalfoort;
Ed_Eb66;
peter_versluis;JDEijl
EvdVegt;
Inge2405;hjoosterhagen1
Mr_adept_pvv;NLPeilingen
Basje1412;
Hoch_SopwI;evertkwok
antofields;
MikeMietek;jeroenkidv
Bdeltvan;Woordhumor
avisala96;
WNiemegeers;PCIMeijer
HaoRKnl;
jouwochtendshow;Frank3FM
CCommijs;vid
PlienehPien;keesvanamstel
TonvanKesteren1;ovcned,ovcned
JolienDopmeijer;3FM
Marleen19831983;gerbenlast85
Jordiverwoert;3FM
slowpokedj;
JorisLeeuwarden;PCIMeijer
Ferryjansen;EvaJanssen_4
diesiep;gem_Elburg
VerkeersInfo_NL;AntoonKanis
Tjalling010;TheaterWalhalla
boerderijum;VGBPG,dezijlen
3FM;
LToftdal;PCIMeijer
ElKhadirM;JeugdcentrumSam
gemeentekatwijk;
cpo3x;
BarbetHendriks;evertkwok
Peboeka;PCIMeijer
sdacher;MattKettelerij,goodfibrations
herrartdirector;
RealShowstopper;PCIMeijer
JackPecozi;PCIMeijer
Angelmj2015;ikstem
DeliannevdGeest;
Keshum;
FreekJohan;
GrietjevDijk;Kieskeurig020,AmsterdamNL
Brieche;
gem_Elburg;
fredvell;Ruud_Bakker,rotterdam,dir_veiligrdam
VNL153;Kiki_Linho,LavieJanRoos,VoorNederland
MarellaLute;rodneyvoortuin
MGPet;
diejosina;ovcned,ovcned
lovelylana;PartijvdDieren
ArankaMSc;ArankaMSc
oude_lap;PCIMeijer
WaandersT;PCIMeijer
Hai58;
Hannesz1956;LEGIOEN_1908
MartinHulst;
Fran33732380;
easjansen;PvdB_advocaten,PvdB_advocaten
AmelandGemeente;
voordefilethuis;
missantroep;PCIMeijer
_MaviLacivert01;betwetersnl
Kallsedet;
SoHappyInRed;MattKettelerij,goodfibrations
C_QQ_C;PCIMeijer
doenormaal_1;LEGIOEN_1908
Jeroen_Ogier;destembus2017
josinekusters;Gemeente
Kiki_Linho;LavieJanRoos,VoorNederland
NmMeijer;PCIMeijer
wilberthuls;evertkwok
VNL153;VoorNederland
rodneyvoortuin;
JFrankfoort;PCIMeijer
DeRealist2016;PCIMeijer
Smartman_2013;PCIMeijer
tonnyhofstede;
JDEijl;
joechieckel;duimalot
BochovePvdA;
31sjaak;MMissingHolland
teunmolenaar;
HVV11015117;RLOppenheimer
carolien_leijen;MMissingHolland
Gurby_Nederland;ovcned,ovcned
schreeven;
LTroemadiac;PCIMeijer
Dwalingen;PCIMeijer
lovelylana;
gerbenlast85;
hja2011;PCIMeijer
binkydoormat;PCIMeijer
kronsberg05;DeDoentje
Edvdijk;PCIMeijer
moderndanceman;PCIMeijer
JacquelineWxxx;PCIMeijer
NL_Seks;
Cleox444;PCIMeijer
Dick_Berts;evertkwok
fapeldoorn;
RTRijpkema;gem_groningen
SunriseShimmer;LEGIOEN_1908
drommens;BBCWorld
PsCoenders;ovcned
Grijze_DakDuif;PCIMeijer
henklbr;
yvonne1709;Fotodrent
MuzZ11_;evertkwok
MagdaGMfan;
PsCoenders;ovcned,ovcned
ToonenHans;PCIMeijer
JackPecozi;LEGIOEN_1908
jos_alkema;VGBPG,dezijlen
Powerboxie;Blondemevrouw1
leefmetpassie;
EsdorvanElten;
u_gene72;
ManoukAttema;
MMissingHolland;
jcmmeijer;
jeroenassen;
LEGIOEN_1908;
KhanAbbys;PCIMeijer
joostnagtegaal;
Blondemevrouw1;Blondemevrouw1
voetbalisall;PCIMeijer
lemontonic21;markgaal
Innerpeace2De;PCIMeijer
RaRaRacing;RaRaRacing
RademakerB;evertkwok
wdejager;
Couriertje;evertkwok
SMKrassenburg;
ger2591;VeritasOP777
maryfloor;AdrianaStuijt
jcmmeijer;
Oldevboi;NLPeilingen
ArievdStaaij;GemNeder_Betuwe
weblognl;
vid;
PsCoenders;hollantis
DeCOCKPartij;venloinbeeld,RaadVenlo
HaoRKnl;
HaoRKnl;
DaydreamingDays;
Pleasure691;
MrBeverages;PCIMeijer
maurits1;evertkwok
KhanAbbys;ovcned,ovcned
SaltRadio;
rohirrimDAAN;NLWereldland
Marijeeleveld;J_Dijsselbloem
petervandertuuk;jesseklaver
IBJIYONGI;markgaal
Marios020;
TestaRossa1980;CoaVeiligheid
rmeddeler;
dsventure;AdrianaStuijt
AmsterdamVenues;DeNieuweLiefde
willem_heesen;
shift4cashtag;PCIMeijer
stamboomonline;hermanfinkers,dwdd
LuijkHans;PCIMeijer
JanvanRijswijck;PCIMeijer
duimalot;
JoostVanToor;PCIMeijer
rietvandon;PCIMeijer
Smartman_2013;PCIMeijer
markgaal;Piratenpartij
Incognitief;
